"x"
"PARP1"
"CDC42BPA"
"C1orf35"
"MRPL55"
"IRF2BP2"
"TOMM20"
"RBM34"
"ARID4B"
"FH"
"CHML"
"CEP170"
"ADSS2"
"HNRNPU"
"AHCTF1"
"ACP1"
"RPS7"
"ASAP2"
"IAH1"
"RRM2"
"HPCAL1"
"DDX1"
"RHOB"
"RAB10"
"HADHB"
"CENPA"
"ATRAID"
"SNX17"
"NRBP1"
"MRPL33"
"PPP1CB"
"WDR43"
"YPEL5"
"LTBP1"
"CRIM1"
"GEMIN6"
"EML4"
"MSH2"
"MSH6"
"ERLEC1"
"SPTBN1"
"RPS27A"
"CFAP36"
"COMMD1"
"MDH1"
"UGP2"
"ACTR2"
"PNO1"
"PCBP1"
"PCYOX1"
"MPHOSPH10"
"ZNF638"
"CCT7"
"STAMBP"
"DGUOK"
"MTHFD2"
"WDR54"
"POLE4"
"MRPL19"
"TMSB10"
"KCMF1"
"MAT2A"
"VAMP8"
"RNF181"
"MRPL35"
"CYTOR"
"CIAO1"
"NCAPH"
"COX5B"
"EIF5B"
"PDCL3"
"RPL31"
"MAP4K4"
"GCC2"
"LIMS1"
"RANBP2"
"CHCHD5"
"SLC20A1"
"ACTR3"
"DDX18"
"DBI"
"TSN"
"GYPC"
"MZT2B"
"IMP4"
"PLEKHB2"
"UBXN4"
"RIF1"
"GALNT5"
"PKP4"
"MARCHF7"
"PSMD14"
"PPIG"
"SSB"
"DYNC1I2"
"HAT1"
"ITGA6"
"MAP3K20"
"MTX2"
"HNRNPA3"
"PLEKHA3"
"UBE2E3"
"ITPRID2"
"DNAJC10"
"ZC3H15"
"COL3A1"
"GLS"
"NABP1"
"SLC39A10"
"HSPE1"
"MOB4"
"SPATS2L"
"SGO2"
"BZW1"
"NDUFB3"
"CFLAR"
"NOP58"
"BMPR2"
"CYP20A1"
"ABI2"
"NRP2"
"EEF1B2"
"CREB1"
"ATIC"
"XRCC5"
"RPL37A"
"ARPC2"
"PNKD"
"STK16"
"ACSL3"
"MFF"
"SP100"
"ITM2C"
"PSMD1"
"PTMA"
"EIF4E2"
"COPS8"
"MLPH"
"LRRFIP1"
"RAMP1"
"PPP1R7"
"SEPTIN2"
"TMEM18"
"PXDN"
"ADI1"
"ITGB1BP1"
"YWHAQ"
"ODC1"
"PDIA6"
"ROCK2"
"SMC6"
"LAPTM4A"
"SF3B6"
"TP53I3"
"PTRHD1"
"HADHA"
"OST4"
"PPM1G"
"DPY30"
"FEZ2"
"EIF2AK2"
"CEBPZ"
"CDC42EP3"
"SRSF7"
"COX7A2L"
"ZFP36L2"
"LRPPRC"
"MCFD2"
"CALM2"
"RTN4"
"MTIF2"
"CCDC88A"
"PNPT1"
"USP34"
"XPO1"
"CCT4"
"RAB1A"
"C1D"
"AAK1"
"SNRPG"
"FAM136A"
"TPRKB"
"BOLA3"
"MOB1A"
"DCTN1"
"MRPL53"
"AUP1"
"SUCLG1"
"TGOLN2"
"CAPG"
"IMMT"
"CHMP3"
"LSP1P5"
"MRPS5"
"ANKRD36C"
"SNRNP200"
"TXNDC9"
"FHL2"
"SEPTIN10"
"MALL"
"MTLN"
"BUB1"
"MIR4435-2HG"
"CKAP2L"
"NIFK"
"WDR33"
"MZT2A"
"MCM6"
"DARS1"
"MMADHC"
"RND3"
"ARL5A"
"PRPF40A"
"NR4A2"
"RBMS1"
"SPC25"
"METTL5"
"OLA1"
"CIR1"
"ATP5MC3"
"LINC01116"
"NFE2L2"
"FKBP7"
"NCKAP1"
"TFPI"
"ORMDL1"
"STAT1"
"CAVIN2"
"STK17B"
"SF3B1"
"HSPD1"
"SUMO1"
"NDUFS1"
"BARD1"
"FN1"
"AAMP"
"TUBA4A"
"DNPEP"
"SERPINE2"
"CUL3"
"IRS1"
"TRIP12"
"NCL"
"HJURP"
"ARL4C"
"COL6A3"
"NDUFA10"
"COPS9"
"HDLBP"
"STK25"
"DTYMK"
"BHLHE40"
"ARPC4"
"JAGN1"
"BRK1"
"LSM3"
"CCDC174"
"RAB5A"
"RPL15"
"CMC1"
"TGFBR2"
"CMTM8"
"CMTM7"
"CRTAP"
"PDCD6IP"
"GOLGA4"
"CTDSPL"
"OXSR1"
"RPSA"
"EIF1B"
"RPL14"
"CTNNB1"
"SS18L2"
"NKTR"
"KIF15"
"EXOSC7"
"TMA7"
"NDUFAF3"
"GNAI2"
"MANF"
"TEX264"
"ABHD14A"
"GNL3"
"SPCS1"
"CCDC66"
"APPL1"
"PDE12"
"FLNB"
"C3orf14"
"ARL6IP5"
"PPP4R2"
"CHMP2B"
"COL8A1"
"CMSS1"
"NIT2"
"TFG"
"TRMT10C"
"PCNP"
"ALCAM"
"BBX"
"NDUFB4"
"FAM162A"
"RAB7A"
"CDV3"
"SLC25A36"
"ZBTB38"
"RNF7"
"ATP1B3"
"U2SURP"
"MBNL1"
"RAP2B"
"GMPS"
"PTX3"
"RSRC1"
"SMC4"
"LINC01322"
"SEC62"
"FNDC3B"
"ECT2"
"ACTL6A"
"NDUFB5"
"FXR1"
"AP2M1"
"PSMD2"
"EIF4G1"
"POLR2H"
"MAP3K13"
"DNAJB11"
"EIF4A2"
"LPP"
"CCDC50"
"HES1"
"PAK2"
"NCBP2AS2"
"RPL35A"
"THUMPD3-AS1"
"TADA3"
"SEC13"
"VGLL4"
"RPL32"
"FGD5-AS1"
"MRPS25"
"ANKRD28"
"SGO1"
"TOP2B"
"OSBPL10"
"CMTM6"
"DYNC1LI1"
"LRRFIP2"
"HIGD1A"
"CDCP1"
"TMEM158"
"CCDC12"
"SETD2"
"SMARCC1"
"MAP4"
"UQCRC1"
"PRKAR2A"
"IMPDH2"
"LAMB2"
"GPX1"
"RHOA"
"IFRD2"
"HYAL2"
"RPL29"
"POC1A"
"TWF2"
"NT5DC2"
"PBRM1"
"GLT8D1"
"TKT"
"SELENOK"
"ARF4"
"PDHB"
"THOC7"
"PSMD6"
"MAGI1"
"SUCLG2"
"TMF1"
"FOXP1"
"CGGBP1"
"DCBLD2"
"FILIP1L"
"RPL24"
"CD47"
"IFT57"
"CIP2A"
"ATG3"
"CCDC80"
"COX17"
"FSTL1"
"GOLGB1"
"ITGB5"
"HEG1"
"MGLL"
"RUVBL1"
"CNBP"
"H1-10"
"MRPL3"
"COPB2"
"TFDP2"
"PLOD2"
"HLTF"
"TM4SF1"
"WWTR1"
"SERP1"
"DHX36"
"SSR3"
"CCNL1"
"PDCD10"
"GOLIM4"
"RPL22L1"
"TNFSF10"
"NCEH1"
"TBL1XR1"
"MRPL47"
"DNAJC19"
"PARL"
"IGF2BP2"
"TRA2B"
"RFC4"
"RPL39L"
"PPP1R2"
"NCBP2"
"DLG1"
"TACC3"
"NSD2"
"C4orf48"
"ADD1"
"MRFAP1"
"FAM200B"
"LAP3"
"NCAPG"
"SLIT2"
"SOD3"
"RBPJ"
"FAM114A1"
"KLHL5"
"UBE2K"
"LIMCH1"
"OCIAD1"
"DANCR"
"TMEM165"
"PAICS"
"SRP72"
"REST"
"POLR2B"
"CXCL8"
"CXCL1"
"AREG"
"SEPTIN11"
"MRPL1"
"ANXA3"
"FGF5"
"MRPS18C"
"HERC5"
"PDLIM5"
"CISD2"
"AIMP1"
"RPL34"
"OSTC"
"GAR1"
"LARP7"
"SNHG8"
"EXOSC9"
"SPRY1"
"SCOC"
"SMARCA5"
"ABCE1"
"LSM6"
"RPS3A"
"MND1"
"TMA16"
"MSMO1"
"CPE"
"PALLD"
"GALNT7"
"SAP30"
"SPCS3"
"ING2"
"SLC25A4"
"FRG1"
"ATP5ME"
"SPON2"
"SLBP"
"MXD4"
"MFSD10"
"NOP14"
"LRPAP1"
"LYAR"
"GRPEL1"
"WDR1"
"BOD1L1"
"DHX15"
"RFC1"
"RPL9"
"OCIAD2"
"CHIC2"
"NMU"
"IGFBP7"
"YTHDC1"
"GRSF1"
"ANKRD17"
"CXCL2"
"G3BP2"
"SDAD1"
"CCNI"
"ANTXR2"
"HNRNPD"
"HNRNPDL"
"SEC31A"
"PLAC8"
"HSD17B11"
"PYURF"
"PIGY"
"TSPAN5"
"ADH5"
"H2AZ1"
"PPP3CA"
"UBE2D3"
"CENPE"
"PPA2"
"C4orf3"
"MAD2L1"
"ANXA5"
"CCNA2"
"PGRMC2"
"SCLT1"
"SLC7A11"
"NDUFC1"
"PLRG1"
"MAP9"
"PPID"
"HPF1"
"HMGB2"
"DCTD"
"RWDD4"
"CENPU"
"CFAP97"
"SORBS2"
"FAT1"
"TRIML2"
"PDCD6"
"NDUFS6"
"CCT5"
"BASP1"
"SUB1"
"TARS1"
"RAI14"
"BRIX1"
"DNAJC21"
"NIPBL"
"ITGA1"
"ITGA2"
"FST"
"NDUFS4"
"GPX8"
"GPBP1"
"NDUFAF2"
"KIF2A"
"CWC27"
"ERBIN"
"SREK1"
"CCNB1"
"MRPS36"
"SMN1"
"BDP1"
"MAP1B"
"TNPO1"
"BTF3"
"ARHGEF28"
"NSA2"
"F2R"
"F2RL1"
"COX7C"
"POLR3G"
"NR2F1"
"RHOBTB3"
"CAST"
"EPB41L4A-AS1"
"SRP19"
"AP3S1"
"SNX2"
"PHAX"
"LMNB1"
"CSF2"
"PDLIM4"
"RAD50"
"UQCRQ"
"HSPA4"
"UBE2B"
"CAMLG"
"DDX46"
"C5orf24"
"TGFBI"
"SMAD5"
"KIF20A"
"EGR1"
"CTNNA1"
"MATR3"
"MATR3"
"PAIP2"
"UBE2D2"
"CXXC5"
"PURA"
"CYSTM1"
"IK"
"ZMAT2"
"NDFIP1"
"RBM27"
"TCERG1"
"G3BP1"
"GALNT10"
"LARP1"
"MRPL22"
"UBLCP1"
"TTC1"
"PTTG1"
"RARS1"
"SPDL1"
"NPM1"
"ERGIC1"
"RPL26L1"
"ATP6V0E1"
"CREBRF"
"HIGD2A"
"FAF2"
"PRELID1"
"PRR7"
"TMED9"
"HNRNPAB"
"RUFY1"
"CANX"
"SQSTM1"
"MRPL36"
"MED10"
"DAP"
"MYO10"
"ZFR"
"RPL37"
"MOCS2"
"DHX29"
"IL6ST"
"PLK2"
"SMIM15"
"SREK1IP1"
"CENPK"
"AK6"
"TAF9"
"ENC1"
"TBCA"
"AP3B1"
"DHFR"
"RPS23"
"TMEM167A"
"EDIL3"
"CETN3"
"GLRX"
"CHD1"
"PJA2"
"REEP5"
"CCDC112"
"ATG12"
"LOX"
"PPIC"
"ALDH7A1"
"HINT1"
"IRF1"
"AFF4"
"VDAC1"
"SKP1"
"PPP2CA"
"PITX1"
"MACROH2A1"
"HNRNPA0"
"BRD8"
"ETF1"
"HSPA9"
"SIL1"
"PFDN1"
"HBEGF"
"SRA1"
"NDUFA2"
"HARS1"
"TAF7"
"DIAPH1"
"GNPDA1"
"NR3C1"
"YIPF5"
"LARS1"
"C5orf46"
"CSNK1A1"
"PDGFRB"
"CD74"
"RPS14"
"TNIP1"
"ANXA6"
"SPARC"
"ATOX1"
"CLINT1"
"RNF145"
"SLU7"
"NUDCD2"
"DUSP1"
"BOD1"
"NOP16"
"CLTB"
"MXD3"
"LMAN2"
"DBN1"
"PDLIM7"
"NHP2"
"HNRNPH1"
"MGAT4B"
"RACK1"
"FOXQ1"
"NQO2"
"PSMG4"
"PRPF4B"
"RIOK1"
"DSP"
"GCNT2"
"PAK1IP1"
"TMEM14C"
"TMEM14B"
"EDN1"
"NOL7"
"CAP2"
"SOX4"
"ACOT13"
"GMNN"
"H4C3"
"H2AC6"
"H1-4"
"HMGN4"
"ABT1"
"H2AC11"
"H2AC13"
"HLA-A"
"POLR1H"
"TRIM39-RPP21"
"RPP21"
"HLA-E"
"ABCF1"
"MRPS18B"
"TUBB"
"TCF19"
"NFKBIL1"
"PRRC2A"
"CSNK2B"
"HSPA1A"
"HSPA1B"
"SNHG32"
"RNF5"
"HLA-DRA"
"PSMB9"
"BRD2"
"SLC39A7"
"RPS18"
"PFDN6"
"KIFC1"
"PHF1"
"HMGA1"
"SNRPC"
"RPL10A"
"MAPK14"
"KCTD20"
"SRSF3"
"C6orf89"
"PIM1"
"RNF8"
"ZFAND3"
"FOXP4"
"TOMM6"
"BYSL"
"UBR2"
"RPL7L1"
"CNPY3"
"KLHDC3"
"RRP36"
"VEGFA"
"SLC29A1"
"HSP90AB1"
"CDC5L"
"CD2AP"
"PHF3"
"SMAP1"
"OGFRL1"
"MYO6"
"TTK"
"NT5E"
"PNRC1"
"AMD1"
"GTF3C6"
"MARCKS"
"RWDD1"
"NCOA7"
"CENPW"
"ENPP1"
"RPS12"
"HEBP2"
"PHACTR2"
"RAB32"
"GINM1"
"PCMT1"
"AKAP12"
"SYNJ2"
"GTF2H5"
"ACAT2"
"MRPL18"
"QKI"
"AFDN"
"SERPINB1"
"SERPINB6"
"TUBB2A"
"ECI2"
"LYRM4"
"SSR1"
"TXNDC5"
"EEF1E1"
"NEDD9"
"MCUR1"
"DEK"
"C6orf62"
"H3C2"
"H1-2"
"H2BC4"
"H2BC11"
"H2AC14"
"H2AC17"
"TRIM27"
"UBD"
"HCG18"
"PPP1R18"
"FLOT1"
"IER3"
"HLA-C"
"HLA-B"
"DDX39B"
"BAG6"
"DDAH2"
"CLIC1"
"LSM2"
"NELFE"
"AGPAT1"
"GPSM3"
"HLA-DRB1"
"PSMB8"
"HLA-DMA"
"WDR46"
"TAPBP"
"DAXX"
"CUTA"
"UQCC2"
"SMIM29"
"NUDT3"
"RPS10-NUDT3"
"RPS10"
"SPDEF"
"TAF11"
"FKBP5"
"SRPK1"
"STK38"
"PPIL1"
"MTCH1"
"CCDC167"
"GLO1"
"OARD1"
"CCND3"
"MRPS10"
"TBCC"
"C6orf226"
"MEA1"
"MRPL2"
"DNPH1"
"YIPF3"
"MRPL14"
"MCM3"
"CILK1"
"DST"
"LINC00472"
"EEF1A1"
"COX7A2"
"TMEM30A"
"PHIP"
"HMGN3"
"SYNCRIP"
"SNHG5"
"LYRM2"
"PNISR"
"CD24"
"SEC63"
"SNX3"
"CD164"
"HDAC2"
"GOPC"
"SERINC1"
"HDDC2"
"ARHGAP18"
"EPB41L2"
"CCN2"
"SGK1"
"BCLAF1"
"PERP"
"CITED2"
"SF3B5"
"PPIL4"
"FBXO5"
"DYNLT1"
"EZR"
"TCP1"
"SFT2D1"
"MPC1"
"RNASET2"
"PSMB1"
"PDCD2"
"NUDT1"
"EIF3B"
"LFNG"
"WIPI2"
"RAC1"
"PHF14"
"ARL4A"
"BZW2"
"AHR"
"MALSU1"
"NFE2L3"
"CBX3"
"TAX1BP1"
"GARS1"
"FKBP9"
"SEPTIN7"
"ANLN"
"RALA"
"MRPL32"
"STK17A"
"PPIA"
"IGFBP1"
"UPP1"
"EGFR"
"NIPSNAP2"
"MRPS17"
"CCT6A"
"SUMF2"
"SBDSP1"
"BUD23"
"CLDN4"
"EIF4H"
"GTF2I"
"MDH2"
"HSPB1"
"PTPN12"
"DBF4"
"AKAP9"
"GNG11"
"PEG10"
"BRI3"
"ARPC1A"
"ARPC1B"
"BUD31"
"COPS6"
"LAMTOR4"
"GNB2"
"POP7"
"TRIP6"
"SRRT"
"SERPINE1"
"AP1S1"
"ZNHIT1"
"PSMC2"
"KMT2E"
"TES"
"CAV2"
"CAV1"
"LSM8"
"ARF5"
"CALU"
"ATP6V1F"
"CALD1"
"LUC7L2"
"FMC1"
"NDUFB2"
"SSBP1"
"PRSS2"
"ZYX"
"NUB1"
"INSIG1"
"DNAJB6"
"DYNC2I1"
"C7orf50"
"PSMG3"
"MAD1L1"
"ACTB"
"EIF2AK1"
"KDELR2"
"RPA3"
"NDUFA4"
"ETV1"
"AGR2"
"POLR1F"
"CDCA7L"
"TOMM7"
"IGF2BP3"
"CYCS"
"HNRNPA2B1"
"SKAP2"
"CPVL"
"GGCT"
"LSM5"
"RP9"
"MPLKIP"
"PSMA2"
"COA1"
"MRPS24"
"URGCP-MRPS24"
"POLD2"
"TMED4"
"H2AZ2"
"SNHG15"
"IGFBP3"
"SEC61G"
"CHCHD2"
"SBDS"
"BAZ1B"
"RFC2"
"CCL26"
"YWHAG"
"SRI"
"CYP51A1"
"FAM133B"
"CDK6"
"SEM1"
"ASNS"
"PDAP1"
"ATP5MF"
"MCM7"
"PPP1R35"
"FIS1"
"POLR2J"
"POLR2J3"
"NAMPT"
"LAMB1"
"FAM3C"
"NDUFA5"
"PODXL"
"MTPN"
"PTN"
"MRPS33"
"EZH2"
"PDIA4"
"RHEB"
"NCAPG2"
"ESYT2"
"PCM1"
"SLC25A37"
"CDCA2"
"PPP2R2A"
"BNIP3L"
"DPYSL2"
"NRG1"
"EIF4EBP1"
"TACC1"
"VDAC3"
"MCM4"
"UBE2V2"
"MRPL15"
"SDCBP"
"RAB2A"
"FABP5"
"CPNE3"
"DECR1"
"SDC2"
"MTDH"
"POLR2K"
"FZD6"
"CTHRC1"
"DCAF13"
"OXR1"
"EMC2"
"ENY2"
"UTP23"
"NDUFB9"
"SQLE"
"MYC"
"PVT1"
"PHF20L1"
"KHDRBS3"
"CHRAC1"
"LY6E"
"GSDMD"
"EXOSC4"
"GPAA1"
"CYC1"
"MAF1"
"SLC52A2"
"C8orf33"
"CTSB"
"LOXL2"
"STC1"
"CLU"
"CCDC25"
"PBK"
"DUSP4"
"SARAF"
"RAB11FIP1"
"NSD3"
"FGFR1"
"PLAT"
"CEBPD"
"PRKDC"
"RB1CC1"
"TCEA1"
"LYPLA1"
"RPS20"
"ASPH"
"GGH"
"SNHG6"
"COPS5"
"TRAM1"
"RPL7"
"ELOC"
"ZFAND1"
"RBIS"
"OTUD6B-AS1"
"UQCRB"
"RPL30"
"COX6C"
"RNF19A"
"PABPC1"
"YWHAZ"
"ZNF706"
"KLF10"
"AZIN1"
"EIF3E"
"NUDCD1"
"EIF3H"
"RAD21"
"EXT1"
"TNFRSF11B"
"MRPL13"
"HAS2"
"DERL1"
"ATAD2"
"CASC8"
"CYRIB"
"ASAP1"
"NDRG1"
"AGO2"
"PTK2"
"EEF1D"
"GFUS"
"PUF60"
"PLEC"
"SHARPIN"
"BOP1"
"SLC39A4"
"VPS28"
"C8orf82"
"RPL8"
"COMMD5"
"RRAGA"
"ACO1"
"DNAJA1"
"SPINK4"
"CHMP5"
"PRSS3"
"UBE2R2"
"CCDC107"
"CLTA"
"MELK"
"GRHPR"
"ZNG1E"
"ZNG1C"
"ANXA1"
"PSAT1"
"CTSL"
"CKS2"
"CARD19"
"FAM120A"
"AOPEP"
"ANP32B"
"NANS"
"TGFBR1"
"SEC61B"
"MSANTD3"
"SMC2"
"RAD23B"
"PALM2AKAP2"
"DNAJC25-GNG10"
"GNG10"
"UGCG"
"PRPF4"
"RGS3"
"ATP6V1G1"
"PAPPA"
"GSN"
"ARPC5L"
"BBLN"
"SPTAN1"
"SET"
"PHYHD1"
"NTMT1"
"RPL7A"
"COL5A1"
"PHPT1"
"PAXX"
"SSNA1"
"TUBB4B"
"MRPL41"
"ZNG1A"
"PUM3"
"NFIB"
"PSIP1"
"PLIN2"
"RPS6"
"NDUFB6"
"SMU1"
"BAG1"
"UBAP2"
"DCTN3"
"SIGMAR1"
"VCP"
"STOML2"
"TPM2"
"TLN1"
"MSMP"
"HINT2"
"TOMM5"
"EXOSC3"
"ZFAND5"
"C9orf40"
"TLE1"
"UBQLN1"
"HNRNPK"
"GOLM1"
"IARS1"
"NOL8"
"MRPL50"
"KLF4"
"CTNNAL1"
"TXN"
"CDC26"
"POLE3"
"TNC"
"CDK5RAP2"
"PHF19"
"RAB14"
"PSMB7"
"RPL35"
"HSPA5"
"RPL12"
"NIBAN2"
"AK1"
"GOLGA2"
"DYNC2I2"
"ZDHHC12"
"IER5L"
"C9orf78"
"SNHG7"
"EDF1"
"DPP7"
"GTPBP4"
"PFKP"
"NET1"
"RBM17"
"LINP1"
"ATP5F1C"
"CDC123"
"OPTN"
"HSPA14"
"VIM"
"COMMD3"
"BMI1"
"MSRB2"
"OTUD1"
"APBB1IP"
"RAB18"
"WAC"
"ZEB1"
"BMS1"
"ZNF22"
"DKK1"
"CISD1"
"TFAM"
"CDK1"
"ARID5B"
"NRBF2"
"REEP3"
"HNRNPH3"
"CCAR1"
"DDX50"
"DDX21"
"SRGN"
"VPS26A"
"HK1"
"COL13A1"
"ANAPC16"
"DDIT4"
"CHCHD1"
"PLAU"
"VCL"
"ADK"
"VDAC2"
"RPS24"
"PPIF"
"PRXL2A"
"GHITM"
"IFIT2"
"IFIT3"
"IFIT1"
"KIF20B"
"KIF11"
"CEP55"
"HELLS"
"PGAM1"
"SCD"
"NOLC1"
"TRIM8"
"BORCS7"
"SLK"
"GSTO1"
"ADD3"
"MXI1"
"DUSP5"
"SMC3"
"PDCD4"
"DENND10"
"BAG3"
"INPP5F"
"TACC2"
"HTRA1"
"BUB3"
"BCCIP"
"PTPRE"
"GLRX3"
"ZNF511"
"IDI1"
"KLF6"
"MANCR"
"GDI2"
"SFTA1P"
"UPF2"
"NUDT5"
"FAM107B"
"HACD1"
"DNAJC1"
"ARHGAP21"
"ANKRD26"
"YME1L1"
"WAC-AS1"
"SVIL"
"KIF5B"
"EPC1"
"ITGB1"
"NRP1"
"HNRNPF"
"DEPP1"
"ANXA8"
"ZWINT"
"CCDC6"
"JMJD1C"
"SAR1A"
"PPA1"
"PCBD1"
"PSAP"
"P4HA1"
"DNAJC9"
"MRPS16"
"ANXA7"
"COMTD1"
"ANXA11"
"WAPL"
"GLUD1"
"NUTM2A-AS1"
"ANKRD1"
"MYOF"
"FRA10AC1"
"NOC3L"
"PDLIM1"
"TM9SF3"
"GOT1"
"DNMBP"
"BLOC1S2"
"NDUFB8"
"MRPL43"
"NPM3"
"OGA"
"CUEDC2"
"ARL3"
"ATP5MK"
"SH3PXD2A"
"FAM204A"
"EIF3A"
"PRDX3"
"RGS10"
"TIAL1"
"CTBP2"
"UROS"
"MKI67"
"BNIP3"
"ADAM8"
"TUBGCP2"
"ECHS1"
"RIC8A"
"PSMD13"
"IFITM2"
"IFITM1"
"TALDO1"
"RPLP2"
"CD151"
"TSPAN4"
"LSP1"
"MRPL23"
"CD81"
"TSSC4"
"RRM1"
"ILK"
"EIF3F"
"RPL27A"
"IPO7"
"WEE1"
"SWAP70"
"ADM"
"USP47"
"MICAL2"
"PARVA"
"TEAD1"
"C11orf58"
"NUCB2"
"LDHA"
"NAV2"
"ARL14EP"
"RCN1"
"EIF3M"
"QSER1"
"CAPRIN1"
"CD44"
"FJX1"
"TRIM44"
"HSD17B12"
"C11orf96"
"CD82"
"CREB3L1"
"MDK"
"PTPMT1"
"NDUFS3"
"SELENOH"
"ZFP91"
"FAM111B"
"FAM111A"
"TMEM109"
"FEN1"
"SCGB2A2"
"UQCC3"
"POLR2G"
