"x"
"RPS27A"
"COMMD1"
"MDH1"
"UGP2"
"LGALSL"
"ACTR2"
"PNO1"
"ANXA4"
"PCBP1"
"PCYOX1"
"ATP6V1B1"
"MPHOSPH10"
"ZNF638"
"CCT7"
"ACTG2"
"DGUOK"
"MTHFD2"
"POLE4"
"MRPL19"
"TMSB10"
"KCMF1"
"MAT2A"
"VAMP8"
"RNF181"
"MRPL35"
"CYTOR"
"PROM2"
"FAHD2A"
"CIAO1"
"NCAPH"
"COX5B"
"UNC50"
"MRPL30"
"EIF5B"
"PDCL3"
"RPL31"
"MAP4K4"
"IL1R2"
"IL1R1"
"MRPS9"
"NCK2"
"GCC2"
"LIMS1"
"RANBP2"
"SOWAHC"
"TTL"
"CHCHD5"
"SLC20A1"
"ACTR3"
"DDX18"
"DBI"
"INHBB"
"TSN"
"MZT2B"
"IMP4"
"PLEKHB2"
"UBXN4"
"KYNU"
"RIF1"
"DAPL1"
"MARCHF7"
"TANK"
"PSMD14"
"PPIG"
"SSB"
"GORASP2"
"DYNC1I2"
"HAT1"
"ITGA6"
"MAP3K20"
"CDCA7"
"MTX2"
"HNRNPA3"
"UBE2E3"
"ITPRID2"
"DNAJC10"
"ZC3H15"
"ITGAV"
"GLS"
"MYO1B"
"SLC39A10"
"HSPE1"
"SPATS2L"
"SGO2"
"BZW1"
"NDUFB3"
"CFLAR"
"NOP58"
"EEF1B2"
"ATIC"
"XRCC5"
"RPL37A"
"IGFBP2"
"ARPC2"
"PNKD"
"WNT6"
"DNAJB2"
"ACSL3"
"MFF"
"AGFG1"
"CCL20"
"SP100"
"PSMD1"
"PTMA"
"EIF4E2"
"EFHD1"
"GIGYF2"
"UGT1A1"
"MLPH"
"LRRFIP1"
"UBE2F"
"GPC1"
"PPP1R7"
"SEPTIN2"
"SH3YL1"
"TMEM18"
"PXDN"
"ADI1"
"RNASEH1"
"CMPK2"
"KIDINS220"
"ITGB1BP1"
"YWHAQ"
"ODC1"
"PDIA6"
"ROCK2"
"SMC6"
"LAPTM4A"
"SDC1"
"SF3B6"
"TP53I3"
"PTRHD1"
"HADHA"
"OST4"
"PPM1G"
"DPY30"
"FAM98A"
"EIF2AK2"
"CEBPZ"
"CDC42EP3"
"CYP1B1"
"ATL2"
"SRSF7"
"COX7A2L"
"ZFP36L2"
"LRPPRC"
"MCFD2"
"CALM2"
"PSME4"
"RTN4"
"CCDC88A"
"PPP4R3B"
"PNPT1"
"USP34"
"XPO1"
"CCT4"
"RAB1A"
"C1D"
"GFPT1"
"AAK1"
"SNRPG"
"FAM136A"
"TPRKB"
"BOLA3"
"MOB1A"
"DCTN1"
"MRPL53"
"AUP1"
"SUCLG1"
"TGOLN2"
"IMMT"
"CHMP3"
"KRCC1"
"MRPS5"
"LINC00342"
"ANKRD36C"
"STARD7"
"SNRNP200"
"FAHD2B"
"APPAT"
"COA5"
"MGAT4A"
"TXNDC9"
"FHL2"
"SEPTIN10"
"MALL"
"MTLN"
"BUB1"
"MIR4435-2HG"
"ZC3H8"
"CKAP2L"
"TFCP2L1"
"NIFK"
"MAP3K2"
"IWS1"
"WDR33"
"CCDC115"
"MZT2A"
"MCM6"
"DARS1"
"MMADHC"
"RND3"
"NMI"
"ARL5A"
"PRPF40A"
"ITGB6"
"RBMS1"
"IFIH1"
"SPC25"
"METTL5"
"TLK1"
"OLA1"
"CIR1"
"ATP5MC3"
"LNPK"
"NFE2L2"
"NCKAP1"
"TFPI"
"SLC40A1"
"ORMDL1"
"HIBCH"
"STAT1"
"SF3B1"
"HSPD1"
"SUMO1"
"NDUFS1"
"IDH1"
"BARD1"
"FN1"
"IGFBP5"
"AAMP"
"TUBA4A"
"DNPEP"
"CHPF"
"SERPINE2"
"CUL3"
"TRIP12"
"SP110"
"NCL"
"NPPC"
"HJURP"
"ARL4C"
"NDUFA10"
"COPS9"
"HDLBP"
"DTYMK"
"BHLHE40"
"ARL8B"
"THUMPD3"
"SETD5"
"ARPC4"
"JAGN1"
"BRK1"
"LSM3"
"RPL15"
"NR1D2"
"CMC1"
"CRTAP"
"PDCD6IP"
"GOLGA4"
"CTDSPL"
"RPSA"
"EIF1B"
"RPL14"
"CTNNB1"
"SS18L2"
"NKTR"
"EXOSC7"
"CAMP"
"TMA7"
"NDUFAF3"
"GNAI2"
"MANF"
"TEX264"
"UQCC5"
"GNL3"
"SPCS1"
"APPL1"
"FLNB"
"ARL6IP5"
"PPP4R2"
"CHMP2B"
"COL8A1"
"CMSS1"
"NIT2"
"TMEM45A"
"TFG"
"TRMT10C"
"PCNP"
"NFKBIZ"
"ALCAM"
"BBX"
"PHLDB2"
"BOC"
"ATP6V1A"
"TIMMDC1"
"NDUFB4"
"CSTA"
"FAM162A"
"DTX3L"
"PARP14"
"UMPS"
"CHCHD6"
"PLXNA1"
"SEC61A1"
"RAB7A"
"HMCES"
"CDV3"
"SRPRB"
"FAIM"
"MRPS22"
"SLC25A36"
"ZBTB38"
"RNF7"
"ATP1B3"
"U2SURP"
"RNF13"
"EIF2A"
"SELENOT"
"MBNL1"
"RAP2B"
"GMPS"
"RSRC1"
"GFM1"
"SMC4"
"NMD3"
"SEC62"
"SKIL"
"FNDC3B"
"ECT2"
"MFN1"
"ACTL6A"
"NDUFB5"
"FXR1"
"SOX2"
"KLHL24"
"EIF2B5"
"DVL3"
"AP2M1"
"EEF1AKMT4"
"PSMD2"
"EIF4G1"
"POLR2H"
"EPHB3"
"MAP3K13"
"DNAJB11"
"EIF4A2"
"ST6GAL1"
"RTP4"
"LPP"
"TPRG1"
"TP63"
"IL1RAP"
"CCDC50"
"PYDC2-AS1"
"OPA1"
"HES1"
"MUC20-OT1"
"PIGX"
"PAK2"
"NCBP2AS2"
"FYTTD1"
"RPL35A"
"THUMPD3-AS1"
"RPUSD3"
"EMC3"
"SEC13"
"VGLL4"
"RPL32"
"FGD5-AS1"
"MRPS25"
"SGO1"
"TOP2B"
"CMTM6"
"DYNC1LI1"
"LRRFIP2"
"ACAA1"
"HIGD1A"
"CCDC12"
"SETD2"
"SMARCC1"
"MAP4"
"SPINK8"
"SHISA5"
"UQCRC1"
"IP6K2"
"PRKAR2A"
"IMPDH2"
"GPX1"
"RHOA"
"IFRD2"
"TUSC2"
"RPL29"
"TWF2"
"WDR82"
"NT5DC2"
"PBRM1"
"TKT"
"SELENOK"
"IL17RD"
"ARF4"
"PDHB"
"FAM3D"
"THOC7"
"PSMD6"
"TMF1"
"FRMD4B"
"FOXP1"
"RYBP"
"DCBLD2"
"TOMM70"
"RPL24"
"CD47"
"IFT57"
"ATG3"
"NAA50"
"COX17"
"GSK3B"
"LRRC58"
"GOLGB1"
"PARP9"
"HACD2"
"MYLK"
"CCDC14"
"ITGB5"
"ZNF148"
"MGLL"
"RUVBL1"
"RPN1"
"CNBP"
"H1-10"
"MBD4"
"MRPL3"
"TOPBP1"
"RYK"
"CEP70"
"COPB2"
"RBP1"
"PLOD2"
"PLSCR1"
"HLTF"
"CP"
"TM4SF1"
"WWTR1"
"COMMD2"
"SERP1"
"DHX36"
"SSR3"
"RARRES1"
"KPNA4"
"SPTSSB"
"PDCD10"
"GOLIM4"
"RPL22L1"
"TNFSF10"
"TBL1XR1"
"GNB4"
"MRPL47"
"DNAJC19"
"DCUN1D1"
"LAMP3"
"PARL"
"ALG3"
"MAGEF1"
"TMEM41A"
"IGF2BP2"
"TRA2B"
"RFC4"
"RPL39L"
"P3H2"
"CLDN1"
"ATP13A5"
"ATP13A3"
"LSG1"
"ACAP2"
"PPP1R2"
"APOD"
"TFRC"
"PCYT1A"
"DYNLT2B"
"UBXN7"
"RNF168"
"NCBP2"
"DLG1"
"TACC3"
"NSD2"
"C4orf48"
"MRFAP1"
"S100P"
"FAM200B"
"LAP3"
"NCAPG"
"FAM114A1"
"KLHL5"
"UBE2K"
"LIMCH1"
"TMEM33"
"SLAIN2"
"OCIAD1"
"DANCR"
"FIP1L1"
"SRD5A3"
"TMEM165"
"PAICS"
"SRP72"
"REST"
"POLR2B"
"AMTN"
"UTP3"
"CXCL8"
"AREG"
"USO1"
"SEPTIN11"
"MRPL1"
"ANXA3"
"MRPS18C"
"HERC6"
"HERC5"
"PDLIM5"
"CISD2"
"AIMP1"
"HADH"
"RPL34"
"OSTC"
"GAR1"
"LARP7"
"SNHG8"
"SPRY1"
"HSPA4L"
"NAA15"
"SCOC"
"SMARCA5"
"ABCE1"
"LSM6"
"RPS3A"
"TRIM2"
"FGB"
"GUCY1A1"
"TDO2"
"TMA16"
"MSMO1"
"CPE"
"PALLD"
"GALNT7"
"SAP30"
"SPCS3"
"SLC25A4"
"FRG1"
"ATP5ME"
"SPON2"
"SLBP"
"MFSD10"
"NOP14"
"LRPAP1"
"LYAR"
"GRPEL1"
"WDR1"
"BOD1L1"
"FGFBP1"
"QDPR"
"RELL1"
"RFC1"
"RPL9"
"SMIM14"
"PDS5A"
"RBM47"
"COMMD8"
"OCIAD2"
"NMU"
"HOPX"
"IGFBP7"
"UBA6"
"YTHDC1"
"GRSF1"
"ANKRD17"
"RASSF6"
"CXCL3"
"CXCL2"
"G3BP2"
"SDAD1"
"CXCL10"
"CXCL11"
"NUP54"
"SCARB2"
"CCNI"
"HNRNPD"
"HNRNPDL"
"SEC31A"
"SPARCL1"
"PYURF"
"PIGY"
"EIF4E"
"ADH5"
"ADH1C"
"H2AZ1"
"PPP3CA"
"UBE2D3"
"CENPE"
"PPA2"
"PLA2G12A"
"C4orf3"
"MAD2L1"
"ANXA5"
"CCNA2"
"PGRMC2"
"NDUFC1"
"PLRG1"
"FGG"
"PPID"
"DDX60"
"DDX60L"
"HPF1"
"HMGB2"
"HPGD"
"RWDD4"
"CENPU"
"CFAP97"
"FAT1"
"SDHA"
"PDCD6"
"EXOC3"
"CEP72"
"TRIP13"
"NDUFS6"
"IRX4-AS1"
"IRX2-DT"
"ICE1"
"CCT5"
"MARCHF6"
"TRIO"
"OTULIN"
"PURPL"
"SUB1"
"NPR3"
"TARS1"
"RAI14"
"BRIX1"
"DNAJC21"
"IL7R"
"SKP2"
"SLC1A3"
"NIPBL"
"WDR70"
"OSMR"
"ZNF131"
"MRPS30"
"ITGA2"
"FST"
"NDUFS4"
"GPBP1"
"NDUFAF2"
"PIK3R1"
"CCNB1"
"MRPS36"
"BDP1"
"MAP1B"
"TNPO1"
"BTF3"
"NSA2"
"HMGCR"
"IQGAP2"
"F2R"
"F2RL1"
"COX7C"
"RHOBTB3"
"CAST"
"EPB41L4A-AS1"
"APC"
"SRP19"
"DCP2"
"YTHDC2"
"AP3S1"
"COMMD10"
"SNX2"
"PHAX"
"LMNB1"
"SLC12A2"
"RAD50"
"UQCRQ"
"HSPA4"
"UBE2B"
"CAMLG"
"DDX46"
"C5orf24"
"TGFBI"
"SMAD5"
"KIF20A"
"EGR1"
"CTNNA1"
"MATR3"
"MATR3"
"PAIP2"
"UBE2D2"
"CXXC5"
"PURA"
"CYSTM1"
"ANKHD1"
"IK"
"ZMAT2"
"NDFIP1"
"RBM27"
"TCERG1"
"SLC26A2"
"TCOF1"
"GM2A"
"G3BP1"
"LARP1"
"MRPL22"
"TTC1"
"PTTG1"
"HMMR"
"TENM2"
"RARS1"
"SPDL1"
"FOXI1"
"GABRP"
"NPM1"
"FGF18"
"ERGIC1"
"RPL26L1"
"ATP6V0E1"
"CPEB4"
"HIGD2A"
"FAF2"
"ZNF346"
"NSD1"
"PRELID1"
"RGS14"
"GRK6"
"PRR7"
"TMED9"
"HNRNPAB"
"CANX"
"SQSTM1"
"CNOT6"
"TRIM7-AS2"
"TRIM41"
"TRIM52-AS1"
"CCDC127"
"EXOC3-AS1"
"BRD9"
"CLPTM1L"
"LPCAT1"
"MRPL36"
"IRX2"
"MED10"
"NSUN2"
"DAP"
"ANKH"
"ZNF622"
"MYO10"
"GOLPH3"
"MTMR12"
"ZFR"
"RAD1"
"PRLR"
"NUP155"
"LIFR"
"FYB1"
"RPL37"
"OXCT1"
"SELENOP"
"HMGCS1"
"CCL28"
"PAIP1"
"DHX29"
"PLK2"
"TAF9"
"ENC1"
"TBCA"
"DHFR"
"RPS23"
"TMEM167A"
"ARRDC3"
"SKIC3"
"GLRX"
"CHD1"
"PJA2"
"NREP"
"REEP5"
"MCC"
"PGGT1B"
"CCDC112"
"FEM1C"
"TMED7-TICAM2"
"TMED7"
"ATG12"
"PPIC"
"ALDH7A1"
"HINT1"
"P4HA2"
"IRF1"
"AFF4"
"VDAC1"
"SKP1"
"PPP2CA"
"SAR1B"
"PITX1"
"MACROH2A1"
"HNRNPA0"
"ETF1"
"HSPA9"
"MZB1"
"PFDN1"
"SRA1"
"NDUFA2"
"HARS1"
"TAF7"
"DIAPH1"
"GNPDA1"
"LARS1"
"C5orf46"
"CSNK1A1"
"RPS14"
"SPARC"
"ATOX1"
"CLINT1"
"RNF145"
"NUDCD2"
"DUSP1"
"THOC3"
"NOP16"
"CLTB"
"UIMC1"
"RAB24"
"MXD3"
"LMAN2"
"F12"
"DBN1"
"PDLIM7"
"NHP2"
"HNRNPH1"
"MGAT4B"
"MAPK9"
"MGAT1"
"TRIM7"
"RACK1"
"FOXQ1"
"FOXC1"
"NQO2"
"PSMG4"
"PRPF4B"
"CDYL"
"RIOK1"
"DSP"
"PAK1IP1"
"TMEM14C"
"TMEM14B"
"EDN1"
"NOL7"
"GMPR"
"ID4"
"E2F3"
"SOX4"
"ACOT13"
"GMNN"
"TRIM38"
"H4C3"
"H2AC6"
"H1-4"
"H2AC8"
"H2BC9"
"ABT1"
"H2AC11"
"H2AC12"
"H2AC13"
"HLA-A"
"POLR1H"
"TRIM39-RPP21"
"RPP21"
"HLA-E"
"ABCF1"
"MRPS18B"
"TUBB"
"DDR1"
"PRRC2A"
"CSNK2B"
"HSPA1A"
"HSPA1B"
"SNHG32"
"CFB"
"RNF5"
"HLA-DRA"
"HLA-DQA2"
"PSMB9"
"BRD2"
"SLC39A7"
"RPS18"
"PFDN6"
"KIFC1"
"HMGA1"
"SNRPC"
"RPL10A"
"MAPK13"
"SRSF3"
"CDKN1A"
"MDFI"
"TOMM6"
"RPL7L1"
"RRP36"
"PTK7"
"VEGFA"
"HSP90AB1"
"CDC5L"
"CD2AP"
"TMEM14A"
"FBXO9"
"FAM83B"
"ZNF451"
"PHF3"
"SMAP1"
"SENP6"
"MYO6"
"TTK"
"TPBG"
"ZNF292"
"PNRC1"
"CASP8AP2"
"UFL1"
"CRYBG1"
"AMD1"
"GTF3C6"
"RPF2"
"MARCKS"
"RWDD1"
"DCBLD1"
"TPD52L1"
"NCOA7"
"CENPW"
"RPS12"
"HEBP2"
"ABRACL"
"VTA1"
"AIG1"
"PHACTR2"
"LTV1"
"UTRN"
"RAB32"
"GINM1"
"PCMT1"
"PPP1R14C"
"GTF2H5"
"WTAP"
"ACAT2"
"MRPL18"
"IGF2R"
"MAP3K4"
"AFDN"
"GMDS"
"SERPINB1"
"SERPINB6"
"TUBB2A"
"PXDC1"
"LYRM4"
"SSR1"
"TXNDC5"
"EEF1E1"
"TFAP2A"
"NEDD9"
"MCUR1"
"DEK"
"C6orf62"
"H3C2"
"H1-2"
"H2BC4"
"H3C4"
"H3C7"
"H4C8"
"H2BC11"
"H2AC14"
"H1-5"
"H2AC17"
"TRIM27"
"HCG18"
"PPP1R10"
"DHX16"
"FLOT1"
"IER3"
"C6orf15"
"HLA-C"
"HLA-B"
"DDX39B"
"CLIC1"
"VARS1"
"LSM2"
"NELFE"
"HLA-DQB1"
"TAP2"
"PSMB8"
"TAP1"
"WDR46"
"TAPBP"
"DAXX"
"CUTA"
"BAK1"
"UQCC2"
"NUDT3"
"RPS10-NUDT3"
"RPS10"
"SPDEF"
"SRPK1"
"ETV7"
"MTCH1"
"CCDC167"
"GLO1"
"OARD1"
"TREM2"
"MRPS10"
"MEA1"
"MRPL2"
"DNPH1"
"YIPF3"
"MRPS18A"
"MRPL14"
"CRISP3"
"MCM3"
"GSTA1"
"CILK1"
"ELOVL5"
"GCLC"
"DST"
"EEF1A1"
"COL12A1"
"COX7A2"
"TMEM30A"
"PHIP"
"HMGN3"
"TENT5A"
"ME1"
"SYNCRIP"
"SNHG5"
"AKIRIN2"
"LYRM2"
"NDUFAF4"
"PNISR"
"CCNC"
"ASCC3"
"CD24"
"SEC63"
"SNX3"
"CD164"
"HDAC2"
"GOPC"
"HDDC2"
"ARHGAP18"
"CCN2"
"SGK1"
"BCLAF1"
"MAP7"
"IFNGR1"
"PERP"
"CITED2"
"SF3B5"
"FBXO5"
"DYNLT1"
"EZR"
"SOD2"
"TCP1"
"SFT2D1"
"MPC1"
"PSMB1"
"PDCD2"
"FAM20C"
"NUDT1"
"EIF3B"
"LFNG"
"WIPI2"
"FSCN1"
"CCZ1"
"AIMP2"
"RAC1"
"C1GALT1"
"PHF14"
"ARL4A"
"BZW2"
"TSPAN13"
"AHR"
"ITGB8"
"GPNMB"
"MALSU1"
"CBX3"
"TAX1BP1"
"PRR15"
"GARS1"
"SEPTIN7"
"ANLN"
"RALA"
"CDK13"
"MRPL32"
"STK17A"
"BLVRA"
"DBNL"
"OGDH"
"PPIA"
"CCM2"
"UPP1"
"EGFR"
"NIPSNAP2"
"MRPS17"
"CCT6A"
"SUMF2"
"VKORC1L1"
"ASL"
"CRCP"
"TPST1"
"TMEM248"
"POM121"
"BUD23"
"CLDN4"
"ELN"
"EIF4H"
"GTF2I"
"POR"
"MDH2"
"HSPB1"
"PTPN12"
"RSBN1L"
"DBF4"
"AKAP9"
"GATAD1"
"PEG10"
"SDHAF3"
"BRI3"
"ARPC1A"
"ARPC1B"
"BUD31"
"ZKSCAN1"
"COPS6"
"LAMTOR4"
"GNB2"
"POP7"
"TRIP6"
"SRRT"
"TRIM56"
"AP1S1"
"ZNHIT1"
"EMSLR"
"ARMC10"
"PMPCB"
"PSMC2"
"KMT2E"
"DUS4L-BCAP29"
"BCAP29"
"DLD"
"TES"
"CAV2"
"CAV1"
"CAPZA2"
"LSM8"
"ARF5"
"SND1"
"HILPDA"
"CALU"
"ATP6V1F"
"CPA4"
"AKR1B10"
"CALD1"
"STMP1"
"TRIM24"
"TMEM213"
"LUC7L2"
"FMC1"
"FMC1-LUC7L2"
"NDUFB2"
"SSBP1"
"EPHB6"
"PIP"
"GSTK1"
"ZYX"
"ARHGEF5"
"CUL1"
"NUB1"
"INSIG1"
"NOM1"
"UBE3C"
"DNAJB6"
"PDGFA"
"COX19"
"C7orf50"
"INTS1"
"PSMG3"
"MRM2"
"TNRC18"
"ACTB"
"EIF2AK1"
"KDELR2"
"RPA3"
"NDUFA4"
"SOSTDC1"
"AGR2"
"POLR1F"
"MACC1"
"RAPGEF5"
"TOMM7"
"CYCS"
"HNRNPA2B1"
"SCRN1"
"GGCT"
"LSM5"
"NT5C3A"
"RP9"
"MPLKIP"
"INHBA"
"PSMA2"
"COA1"
"MRPS24"
"URGCP-MRPS24"
"POLD2"
"DDX56"
"TMED4"
"H2AZ2"
"PURB"
"SNHG15"
"TBRG4"
"IGFBP3"
"SEC61G"
"PSPH"
"CHCHD2"
"GUSB"
"SBDS"
"BAZ1B"
"ABHD11"
"CLDN3"
"RFC2"
"POM121C"
"YWHAG"
"SEMA3C"
"TP53TG1"
"SRI"
"STEAP4"
"CYP51A1"
"KRIT1"
"FAM133B"
"CDK6"
"SAMD9"
"SAMD9L"
"PON2"
"SLC25A13"
"SEM1"
"PDAP1"
"ATP5MF"
"GJC3"
"AZGP1"
"MCM7"
"PPP1R35"
"PLOD3"
"FIS1"
"IFT22"
"POLR2J"
"POLR2J3"
"UPK3BL1"
"DNAJC2"
"SRPK2"
"PUS7"
"SYPL1"
"NAMPT"
"LAMB1"
"SMIM30"
"FAM3C"
"CADPS2"
"NDUFA5"
"WASL"
